"id","Location","Status","Measure","LineLength","date","MeanLength"
12,"Cloates","No Take",2,68.2449672752123,"20210723",56.4027850180835
12,"Cloates","No Take",3,56.34256718873,"20210723",56.4027850180835
12,"Cloates","No Take",4,60.5290361212795,"20210723",56.4027850180835
12,"Cloates","No Take",5,44.1893308201737,"20210723",56.4027850180835
1,"Cloates","No Take",5,76.5842557951351,"20210723",77.0696575194445
15,"Cloates","No Take",1,65.6750513099265,"20210723",64.6432727638738
15,"Cloates","No Take",2,49.5193140344424,"20210723",64.6432727638738
21,"Cloates","No Take",1,78.395393334845,"20210723",69.4383484611931
21,"Cloates","No Take",3,76.5019886440213,"20210723",69.4383484611931
21,"Cloates","No Take",4,51.5491196664678,"20210723",69.4383484611931
23,"Cloates","No Take",1,69.0091924880079,"20210723",84.4153944331543
23,"Cloates","No Take",2,73.363082657264,"20210723",84.4153944331543
23,"Cloates","No Take",3,112.789402619281,"20210723",84.4153944331543
23,"Cloates","No Take",5,69.691498192699,"20210723",84.4153944331543
21,"Cloates","No Take",1,70.3812655194859,"20210723",69.4383484611931
21,"Cloates","No Take",2,83.5737045128999,"20210723",69.4383484611931
21,"Cloates","No Take",5,52.1417338445908,"20210723",69.4383484611931
21,"Cloates","No Take",4,60.3345815735149,"20210723",69.4383484611931
21,"Cloates","No Take",3,80.4642030756839,"20210723",69.4383484611931
24,"Cloates","No Take",1,58.9443389959292,"20210723",102.406483515085
24,"Cloates","No Take",2,90.498226790354,"20210723",102.406483515085
24,"Cloates","No Take",3,145.255154374008,"20210723",102.406483515085
24,"Cloates","No Take",4,135.401473832964,"20210723",102.406483515085
24,"Cloates","No Take",5,81.933223582169,"20210723",102.406483515085
13,"Cloates","No Take",1,32.8939505893583,"20210819",39.7910101575118
13,"Cloates","No Take",2,20.450907730544,"20210819",39.7910101575118
13,"Cloates","No Take",3,48.0905187161693,"20210819",39.7910101575118
13,"Cloates","No Take",4,62.7056134062202,"20210819",39.7910101575118
13,"Cloates","No Take",5,34.8140603452671,"20210819",39.7910101575118
1,"Cloates","No Take",1,65.4613578236396,"20210819",67.3310082005398
1,"Cloates","No Take",2,66.7334489052717,"20210819",67.3310082005398
1,"Cloates","No Take",3,67.3870366152311,"20210819",67.3310082005398
1,"Cloates","No Take",4,68.0809381393551,"20210819",67.3310082005398
15,"Cloates","No Take",3,68.916064649986,"20210819",71.8096255603227
15,"Cloates","No Take",4,80.0492655538186,"20210819",71.8096255603227
15,"Cloates","No Take",5,79.880618003125,"20210819",71.8096255603227
19,"Cloates","No Take",1,51.0057945364384,"20210819",55.2169084637139
19,"Cloates","No Take",2,50.2907492428866,"20210819",55.2169084637139
19,"Cloates","No Take",3,53.2247399888635,"20210819",55.2169084637139
19,"Cloates","No Take",4,58.608840434296,"20210819",55.2169084637139
19,"Cloates","No Take",5,62.9544181160851,"20210819",55.2169084637139
21,"Cloates","No Take",5,56.1436273514861,"20210819",57.5781409847664
16,"Cloates","No Take",1,55.3334548208495,"20210819",55.1806720911836
16,"Cloates","No Take",2,49.6336589479879,"20210819",55.1806720911836
16,"Cloates","No Take",3,60.5650711268108,"20210819",55.1806720911836
16,"Cloates","No Take",4,54.215789038146,"20210819",55.1806720911836
16,"Cloates","No Take",5,56.1553865221236,"20210819",55.1806720911836
7,"Cloates","No Take",1,55.2699149237696,"20210819",70.5072967307518
7,"Cloates","No Take",2,84.2799028812548,"20210819",70.5072967307518
7,"Cloates","No Take",3,82.0023033772268,"20210819",70.5072967307518
4,"Cloates","No Take",4,72.1168058129004,"20210819",72.1168058129004
7,"Cloates","No Take",5,60.4770657407561,"20210819",70.5072967307518
6,"Cloates","No Take",1,37.7957892562978,"20210819",40.7967622309559
6,"Cloates","No Take",2,53.4516819725312,"20210819",40.7967622309559
6,"Cloates","No Take",3,33.867891389836,"20210819",40.7967622309559
6,"Cloates","No Take",4,36.7053722187962,"20210819",40.7967622309559
6,"Cloates","No Take",5,42.1630763173183,"20210819",40.7967622309559
1,"Cloates","No Take",5,68.9922595192017,"20210819",67.3310082005398
15,"Cloates","No Take",1,65.0508879761239,"20210819",71.8096255603227
15,"Cloates","No Take",2,65.1512916185601,"20210819",71.8096255603227
21,"Cloates","No Take",1,51.1217172772911,"20210819",57.5781409847664
21,"Cloates","No Take",3,86.0177995171081,"20210819",57.5781409847664
21,"Cloates","No Take",4,40.9563019735855,"20210819",57.5781409847664
9,"Cloates","No Take",1,39.9242450272384,"20210819",54.7984413872726
9,"Cloates","No Take",2,71.489987922937,"20210819",54.7984413872726
9,"Cloates","No Take",3,95.2070517354596,"20210819",54.7984413872726
9,"Cloates","No Take",4,37.6568624105313,"20210819",54.7984413872726
9,"Cloates","No Take",5,29.7140598401964,"20210819",54.7984413872726
8,"Cloates","No Take",1,51.3959365496948,"20210819",57.4830866404386
8,"Cloates","No Take",2,61.0476585082309,"20210819",57.4830866404386
8,"Cloates","No Take",3,51.2500360173228,"20210819",57.4830866404386
8,"Cloates","No Take",4,61.1667714329673,"20210819",57.4830866404386
8,"Cloates","No Take",5,62.5550306939769,"20210819",57.4830866404386
5,"Cloates","No Take",1,109.085194377239,"20210819",111.787607848063
5,"Cloates","No Take",2,112.167108208784,"20210819",111.787607848063
5,"Cloates","No Take",3,113.427684854469,"20210819",111.787607848063
5,"Cloates","No Take",4,97.4330234937851,"20210819",111.787607848063
5,"Cloates","No Take",5,126.825028306035,"20210819",111.787607848063
24,"Cloates","No Take",1,66.5092192628997,"20210819",104.500192228926
24,"Cloates","No Take",2,94.9649604001717,"20210819",104.500192228926
24,"Cloates","No Take",3,149.14502020499,"20210819",104.500192228926
24,"Cloates","No Take",4,138.687433466877,"20210819",104.500192228926
24,"Cloates","No Take",5,73.1943278096899,"20210819",104.500192228926
12,"Cloates","No Take",1,54.0711758691538,"20210819",63.8469050959848
12,"Cloates","No Take",2,70.7733114967665,"20210819",63.8469050959848
12,"Cloates","No Take",3,63.0332393874163,"20210819",63.8469050959848
12,"Cloates","No Tale",4,67.8051063502515,"20210819",63.8469050959848
12,"Cloates","No Take",5,63.5516923763362,"20210819",63.8469050959848
21,"Cloates","No Take",1,52.7401537325021,"20210819",57.5781409847664
21,"Cloates","No Take",2,57.6525657076456,"20210819",57.5781409847664
21,"Cloates","No Take",3,70.6811947876228,"20210819",57.5781409847664
21,"Cloates","No Take",4,54.9013912466358,"20210819",57.5781409847664
21,"Cloates","No Take",5,47.9885172690207,"20210819",57.5781409847664
23,"Cloates","No Take",1,57.7019278547138,"20210819",95.1334338707986
23,"Cloates","No Take",2,68.9911288815339,"20210819",95.1334338707986
23,"Cloates","No Take",3,111.266039160576,"20210819",95.1334338707986
23,"Cloates","No Take",4,139.388162059364,"20210819",95.1334338707986
23,"Cloates","No Take",5,98.3199113978055,"20210819",95.1334338707986
13,"Cloates","No Take",1,14.394143033291,"20210927",21.3224554873402
13,"Cloates","No Take",2,22.0568003376294,"20210927",21.3224554873402
13,"Cloates","No Take",3,33.3689671021732,"20210927",21.3224554873402
13,"Cloates","No Take",4,26.6488462775534,"20210927",21.3224554873402
13,"Cloates","No Take",5,10.1435206860541,"20210927",21.3224554873402
1,"Cloates","No Take",1,62.9774417634613,"20210927",70.2808025130204
1,"Cloates","No Take",2,60.8430213091547,"20210927",70.2808025130204
1,"Cloates","No Take",3,64.6712905167484,"20210927",70.2808025130204
1,"Cloates","No Take",4,76.9136078170809,"20210927",70.2808025130204
19,"Cloates","No Take",1,106.292521862521,"20210927",67.0970652855856
19,"Cloates","No Take",2,67.7782750129252,"20210927",67.0970652855856
19,"Cloates","No Take",3,46.7083799189525,"20210927",67.0970652855856
19,"Cloates","No Take",4,49.1860642442938,"20210927",67.0970652855856
19,"Cloates","No Take",5,65.5200853892356,"20210927",67.0970652855856
7,"Cloates","No Take",1,34.5214121192967,"20210927",38.2666542049645
7,"Cloates","No Take",2,36.52712420923,"20210927",38.2666542049645
7,"Cloates","No Take",3,60.103746990714,"20210927",38.2666542049645
4,"Cloates","No Take",4,17.8359534639077,"20210927",17.8359534639077
7,"Cloates","No Take",5,21.9143335006174,"20210927",38.2666542049645
6,"Cloates","No Take",1,23.515281928459,"20210927",26.3129270755739
6,"Cloates","No Take",2,43.4619438979125,"20210927",26.3129270755739
6,"Cloates","No Take",3,24.5756457622265,"20210927",26.3129270755739
6,"Cloates","No Take",4,15.3674406821979,"20210927",26.3129270755739
6,"Cloates","No Take",5,24.6443231070737,"20210927",26.3129270755739
1,"Cloates","No Take",5,85.9986511586567,"20210927",70.2808025130204
9,"Cloates","No Take",1,42.1592338819251,"20210927",55.3890783809248
9,"Cloates","No Take",2,61.6542585097311,"20210927",55.3890783809248
9,"Cloates","No Take",3,80.9294488903221,"20210927",55.3890783809248
9,"Cloates","No Take",4,49.5123831703444,"20210927",55.3890783809248
9,"Cloates","No Take",5,42.6900674523012,"20210927",55.3890783809248
8,"Cloates","No Take",1,55.1039344153256,"20210927",56.8396185514594
8,"Cloates","No Take",2,62.6133097146947,"20210927",56.8396185514594
8,"Cloates","No Take",3,61.4255491768269,"20210927",56.8396185514594
8,"Cloates","No Take",4,50.1319473825078,"20210927",56.8396185514594
8,"Cloates","No Take",5,54.923352067942,"20210927",56.8396185514594
5,"Cloates","No Take",1,112.98133041942,"20210927",98.7822763841489
5,"Cloates","No Take",2,81.1610943009232,"20210927",98.7822763841489
5,"Cloates","No Take",3,104.89481900336,"20210927",98.7822763841489
5,"Cloates","No Take",4,104.436583075705,"20210927",98.7822763841489
5,"Cloates","No Take",5,90.437555121337,"20210927",98.7822763841489
24,"Cloates","No Take",1,68.6688643389753,"20210927",108.200923726056
24,"Cloates","No Take",2,90.6431837720964,"20210927",108.200923726056
24,"Cloates","No Take",3,156.322065420068,"20210927",108.200923726056
24,"Cloates","No Take",4,145.075993232802,"20210927",108.200923726056
24,"Cloates","No Take",5,80.2945118663365,"20210927",108.200923726056
12,"Cloates","No Take",1,41.5246091371241,"20210927",58.0058166811901
12,"Cloates","No Take",2,56.989079164725,"20210927",58.0058166811901
12,"Cloates","No Take",3,68.1219206790068,"20210927",58.0058166811901
12,"Cloates","No Take",4,71.5681700540301,"20210927",58.0058166811901
12,"Cloates","No Take",5,51.8253043710645,"20210927",58.0058166811901
1,"Cloates","No Take",1,39.9697218358664,"20211030",49.7282081717248
1,"Cloates","No Take",2,59.1622535141577,"20211030",49.7282081717248
1,"Cloates","No Take",3,65.5944614136544,"20211030",49.7282081717248
1,"Cloates","No Take",4,44.6726161768718,"20211030",49.7282081717248
2,"Cloates","No Take",1,26.0240579136583,"20211030",32.1392772440388
2,"Cloates","No Take",2,30.806562794919,"20211030",32.1392772440388
2,"Cloates","No Take",3,37.6464904029181,"20211030",32.1392772440388
2,"Cloates","No Take",4,40.9271896173847,"20211030",32.1392772440388
3,"Cloates","No Take",1,20.1164722899044,"20211030",22.4762787112534
3,"Cloates","No Take",2,27.2254133192252,"20211030",22.4762787112534
3,"Cloates","No Take",3,24.3813806055427,"20211030",22.4762787112534
3,"Cloates","No Take",4,22.0521962233384,"20211030",22.4762787112534
3,"Cloates","No Take",5,18.6059311182564,"20211030",22.4762787112534
18,"Cloates","No Take",2,48.7993808268693,"20211030",46.7479192491729
18,"Cloates","No Take",3,51.8066553038887,"20211030",46.7479192491729
18,"Cloates","No Take",4,44.1729818158905,"20211030",46.7479192491729
18,"Cloates","No Take",5,46.7400368265935,"20211030",46.7479192491729
15,"Cloates","No Take",3,54.873280966316,"20211030",56.32153976832
15,"Cloates","No Take",4,56.8107713262026,"20211030",56.32153976832
15,"Cloates","No Take",5,65.713855610717,"20211030",56.32153976832
19,"Cloates","No Take",1,67.4513095666569,"20211030",53.204300355564
19,"Cloates","No Take",2,50.9152970665414,"20211030",53.204300355564
19,"Cloates","No Take",3,48.877151945585,"20211030",53.204300355564
19,"Cloates","No Take",4,41.7005520137414,"20211030",53.204300355564
19,"Cloates","No Take",5,57.0771911852953,"20211030",53.204300355564
21,"Cloates","No Take",5,61.1850075171825,"20211030",80.3708898274954
16,"Cloates","No Take",1,69.0056217327921,"20211030",62.0791642093402
16,"Cloates","No Take",2,58.0578927298347,"20211030",62.0791642093402
16,"Cloates","No Take",3,61.9399684651275,"20211030",62.0791642093402
16,"Cloates","No Take",4,62.6406241673343,"20211030",62.0791642093402
16,"Cloates","No Take",5,58.7517139516126,"20211030",62.0791642093402
7,"Cloates","No Take",1,33.4642662520445,"20211030",65.934297518302
7,"Cloates","No Take",2,96.4403396757151,"20211030",65.934297518302
7,"Cloates","No Take",3,99.0099675326395,"20211030",65.934297518302
4,"Cloates","No Take",4,49.2931342163519,"20211030",49.2931342163519
7,"Cloates","No Take",5,34.8226166128091,"20211030",65.934297518302
6,"Cloates","No Take",1,19.6934071932484,"20211030",21.4953048056227
6,"Cloates","No Take",2,39.2438387638424,"20211030",21.4953048056227
6,"Cloates","No Take",3,15.2446436638813,"20211030",21.4953048056227
6,"Cloates","No Take",4,15.8832286842776,"20211030",21.4953048056227
6,"Cloates","No Take",5,17.4114057228639,"20211030",21.4953048056227
1,"Cloates","No Take",5,39.2419879180736,"20211030",49.7282081717248
2,"Cloates","No Take",5,25.292085491314,"20211030",32.1392772440388
18,"Cloates","No Take",1,42.2205414726224,"20211030",46.7479192491729
15,"Cloates","No Take",1,54.81350046293,"20211030",56.32153976832
15,"Cloates","No Take",2,49.3962904754343,"20211030",56.32153976832
21,"Cloates","No Take",1,100.057278465706,"20211030",80.3708898274954
21,"Cloates","No Take",3,110.583709342135,"20211030",80.3708898274954
21,"Cloates","No Take",4,49.6575639849578,"20211030",80.3708898274954
8,"Cloates","No Take",1,29.9772766562095,"20211030",49.4423058631506
8,"Cloates","No Take",2,64.247958803748,"20211030",49.4423058631506
8,"Cloates","No Take",3,67.647280575318,"20211030",49.4423058631506
8,"Cloates","No Take",4,46.6405828496284,"20211030",49.4423058631506
8,"Cloates","No Take",5,38.6984304308489,"20211030",49.4423058631506
5,"Cloates","No Take",1,35.1080084597286,"20211030",46.232176019287
5,"Cloates","No Take",2,48.233157164931,"20211030",46.232176019287
5,"Cloates","No Take",3,54.2295950644457,"20211030",46.232176019287
5,"Cloates","No Take",4,52.1941864586609,"20211030",46.232176019287
5,"Cloates","No Take",5,41.3959329486688,"20211030",46.232176019287
24,"Cloates","No Take",1,69.4315940867674,"20211030",109.954011175386
24,"Cloates","No Take",2,82.6017620913017,"20211030",109.954011175386
24,"Cloates","No Take",3,157.311337350402,"20211030",109.954011175386
24,"Cloates","No Take",4,135.329529311395,"20211030",109.954011175386
24,"Cloates","No Take",5,105.095833037066,"20211030",109.954011175386
12,"Cloates","N",1,41.5144030814331,"20211030",69.5516056509386
12,"Cloates","No Take",2,79.0296334861425,"20211030",69.5516056509386
12,"Cloates","No Take",3,98.3529036378909,"20211030",69.5516056509386
12,"Cloates","No Take",4,78.0600486849447,"20211030",69.5516056509386
12,"Cloates","No Take",5,50.8010393642819,"20211030",69.5516056509386
22,"Cloates","No Take",1,64.0034971858207,"20211030",77.4157999665052
22,"Cloates","No Take",2,65.5746384925888,"20211030",77.4157999665052
22,"Cloates","No Take",3,58.3300740538112,"20211030",77.4157999665052
22,"Cloates","No Take",4,30.0466326178213,"20211030",77.4157999665052
22,"Cloates","No Take",5,38.7205594665129,"20211030",77.4157999665052
22,"Cloates","No Take",1,56.4218445556551,"20211030",77.4157999665052
22,"Cloates","No Take",2,78.0312043556127,"20211030",77.4157999665052
22,"Cloates","No Take",3,100.126408991123,"20211030",77.4157999665052
22,"Cloates","No Take",4,155.121448926644,"20211030",77.4157999665052
22,"Cloates","No Take",5,127.781691019463,"20211030",77.4157999665052
13,"Cloates","No Take",1,22.8212548204869,"20211220",28.1475583911638
13,"Cloates","No Take",2,23.2070176812256,"20211220",28.1475583911638
13,"Cloates","No Take",3,45.8201799294393,"20211220",28.1475583911638
13,"Cloates","No Take",4,32.7860826378652,"20211220",28.1475583911638
13,"Cloates","No Take",5,16.1032568868019,"20211220",28.1475583911638
1,"Cloates","No Take",1,25.0996433195053,"20211220",36.3943927261963
1,"Cloates","No Take",2,47.3128892489785,"20211220",36.3943927261963
1,"Cloates","No Take",3,45.5538171533957,"20211220",36.3943927261963
1,"Cloates","No Take",4,40.946651455016,"20211220",36.3943927261963
2,"Cloates","No Take",1,19.9127170042621,"20211220",33.4449183427913
2,"Cloates","No Take",2,29.4692909570681,"20211220",33.4449183427913
2,"Cloates","No Take",3,50.4079276402524,"20211220",33.4449183427913
2,"Cloates","No Take",4,43.1621047624456,"20211220",33.4449183427913
3,"Cloates","No Take",1,29.7181436491286,"20211220",27.5689421324751
3,"Cloates","No Take",2,29.5080507937344,"20211220",27.5689421324751
3,"Cloates","No Take",3,28.0140586281818,"20211220",27.5689421324751
3,"Cloates","No Take",4,24.9270434815164,"20211220",27.5689421324751
3,"Cloates","No Take",5,25.6774141098144,"20211220",27.5689421324751
18,"Cloates","No Take",2,37.7013455063625,"20211220",44.9972167535755
18,"Cloates","No Take",3,49.3927313325044,"20211220",44.9972167535755
18,"Cloates","No Take",4,55.4697647772934,"20211220",44.9972167535755
18,"Cloates","No Take",5,48.5919317914061,"20211220",44.9972167535755
15,"Cloates","No Take",3,37.6931144253122,"20211220",47.5889739488248
15,"Cloates","No Take",4,43.395675550838,"20211220",47.5889739488248
15,"Cloates","No Take",5,50.1038982651016,"20211220",47.5889739488248
19,"Cloates","No Take",1,51.0057945364384,"20211220",44.5628068545534
19,"Cloates","No Take",2,59.9583166827043,"20211220",44.5628068545534
19,"Cloates","No Take",3,46.7083799189525,"20211220",44.5628068545534
19,"Cloates","No Take",4,33.9813232820467,"20211220",44.5628068545534
19,"Cloates","No Take",5,31.1602198526249,"20211220",44.5628068545534
21,"Cloates","No Take",5,52.4093619939953,"20211220",66.0066452719316
16,"Cloates","No Take",1,58.2623071558805,"20211220",51.6043830721787
16,"Cloates","No Take",2,48.254112476708,"20211220",51.6043830721787
16,"Cloates","No Take",3,57.3334770156912,"20211220",51.6043830721787
16,"Cloates","No Take",4,48.315890635541,"20211220",51.6043830721787
16,"Cloates","No Take",5,45.8561280770727,"20211220",51.6043830721787
7,"Cloates","No Take",1,38.5898077270822,"20211220",53.3260548526116
7,"Cloates","No Take",2,65.2910042133218,"20211220",53.3260548526116
7,"Cloates","No Take",3,69.2671837079184,"20211220",53.3260548526116
4,"Cloates","No Take",4,46.0194629714263,"20211220",46.0194629714263
7,"Cloates","No Take",5,40.1562237621241,"20211220",53.3260548526116
6,"Cloates","No Take",1,26.3504253716127,"20211220",19.1367118908983
6,"Cloates","No Take",2,25.898301128829,"20211220",19.1367118908983
6,"Cloates","No Take",3,12.3863988643985,"20211220",19.1367118908983
6,"Cloates","No Take",4,12.6264363988331,"20211220",19.1367118908983
6,"Cloates","No Take",5,18.4219976908181,"20211220",19.1367118908983
1,"Cloates","No Take",5,23.058962454086,"20211220",36.3943927261963
2,"Cloates","No Take",5,24.2725513499285,"20211220",33.4449183427913
18,"Cloates","No Take",1,33.8303103603111,"20211220",44.9972167535755
15,"Cloates","No Take",1,65.0508879761239,"20211220",47.5889739488248
15,"Cloates","No Take",2,41.7012935267483,"20211220",47.5889739488248
21,"Cloates","No Take",1,74.3234454977314,"20211220",66.0066452719316
21,"Cloates","No Take",3,100.169190794997,"20211220",66.0066452719316
21,"Cloates","No Take",4,37.1245828010026,"20211220",66.0066452719316
14,"Cloates","No Take",1,31.6081187592333,"20211220",34.0450420858697
14,"Cloates","No Take",2,43.5081067087899,"20211220",34.0450420858697
14,"Cloates","No Take",3,33.8014779588698,"20211220",34.0450420858697
14,"Cloates","No Take",4,19.9968197204671,"20211220",34.0450420858697
14,"Cloates","No Take",5,41.3106872819882,"20211220",34.0450420858697
9,"Cloates","No Take",1,43.6253227216544,"20211220",52.2570463646911
9,"Cloates","No Take",2,62.4882394486031,"20211220",52.2570463646911
9,"Cloates","No Take",3,92.0344818475229,"20211220",52.2570463646911
9,"Cloates","No Take",4,40.2087058593274,"20211220",52.2570463646911
9,"Cloates","No Take",5,22.9284819463476,"20211220",52.2570463646911
8,"Cloates","No Take",1,45.5126100497914,"20211220",47.6466721997551
8,"Cloates","No Take",2,61.9174886498773,"20211220",47.6466721997551
8,"Cloates","No Take",3,55.0747812208354,"20211220",47.6466721997551
8,"Cloates","No Take",4,38.7807036965756,"20211220",47.6466721997551
8,"Cloates","No Take",5,36.9477773816958,"20211220",47.6466721997551
5,"Cloates","No Take",1,46.9668547226153,"20211220",45.3512696171883
5,"Cloates","No Take",2,43.9802394822722,"20211220",45.3512696171883
5,"Cloates","No Take",3,47.4925645478278,"20211220",45.3512696171883
5,"Cloates","No Take",4,51.0065512873704,"20211220",45.3512696171883
5,"Cloates","No Take",5,37.3101380458559,"20211220",45.3512696171883
24,"Cloates","No Take",1,75.465023184243,"20211220",100.306471929185
24,"Cloates","No Take",2,72.0697495574951,"20211220",100.306471929185
24,"Cloates","No Take",3,150.080072071737,"20211220",100.306471929185
24,"Cloates","No Take",4,114.007701007808,"20211220",100.306471929185
24,"Cloates","No Take",5,89.9098138246431,"20211220",100.306471929185
13,"Cloates","No Take",1,17.5929590413792,"20191203",19.8847343310179
13,"Cloates","No Take",2,15.1415438034687,"20191203",19.8847343310179
13,"Cloates","No Take",3,31.673412802621,"20191203",19.8847343310179
13,"Cloates","No Take",4,23.6035398736693,"20191203",19.8847343310179
13,"Cloates","No Take",5,11.4122161339516,"20191203",19.8847343310179
1,"Cloates","No Take",1,45.0395212697825,"20191203",48.9518621546934
1,"Cloates","No Take",2,47.6169172916132,"20191203",48.9518621546934
1,"Cloates","No Take",3,64.741097696573,"20191203",48.9518621546934
1,"Cloates","No Take",4,32.6349034764047,"20191203",48.9518621546934
2,"Cloates","No Take",1,12.3739164618276,"20191203",21.9953397155338
2,"Cloates","No Take",2,21.4571758713791,"20191203",21.9953397155338
2,"Cloates","No Take",3,36.1809000743912,"20191203",21.9953397155338
2,"Cloates","No Take",4,26.2991171257341,"20191203",21.9953397155338
3,"Cloates","No Take",1,21.3670539288478,"20191203",28.1312207421989
3,"Cloates","No Take",2,36.6359751783374,"20191203",28.1312207421989
3,"Cloates","No Take",3,47.0821538408217,"20191203",28.1312207421989
3,"Cloates","No Take",4,20.7515378110018,"20191203",28.1312207421989
3,"Cloates","No Take",5,14.8193829519857,"20191203",28.1312207421989
18,"Cloates","No Take",2,42.0749320873844,"20191203",41.2193621891951
18,"Cloates","No Take",3,51.8205403027078,"20191203",41.2193621891951
18,"Cloates","No Take",4,37.3202390565638,"20191203",41.2193621891951
18,"Cloates","No Take",5,36.9515060903599,"20191203",41.2193621891951
22,"Cloates","No Take",1,95.5150410003247,"20191203",47.4572852903547
22,"Cloates","No Take",2,29.1244308199348,"20191203",47.4572852903547
22,"Cloates","No Take",3,13.6456385171257,"20191203",47.4572852903547
22,"Cloates","No Take",4,36.385548348551,"20191203",47.4572852903547
22,"Cloates","No Take",5,62.6157677658374,"20191203",47.4572852903547
15,"Cloates","No Take",3,22.3317533138612,"20191203",24.2859298922061
15,"Cloates","No Take",4,23.8213092046874,"20191203",24.2859298922061
15,"Cloates","No Take",5,27.2894443874447,"20191203",24.2859298922061
19,"Cloates","No Take",1,26.9538149671282,"20191203",27.0489387787273
19,"Cloates","No Take",2,30.2142344435349,"20191203",27.0489387787273
19,"Cloates","No Take",3,38.8070000557352,"20191203",27.0489387787273
19,"Cloates","No Take",4,26.3294523611024,"20191203",27.0489387787273
19,"Cloates","No Take",5,12.9401920661359,"20191203",27.0489387787273
21,"Cloates","No Take",5,17.9628246545286,"20191203",22.8230044659339
16,"Cloates","No Take",1,15.2675586632655,"20191203",20.8850961424903
16,"Cloates","No Take",2,22.2436502289215,"20191203",20.8850961424903
16,"Cloates","No Take",3,32.0580246830184,"20191203",20.8850961424903
16,"Cloates","No Take",4,18.2671160553601,"20191203",20.8850961424903
16,"Cloates","No Take",5,16.5891310818858,"20191203",20.8850961424903
23,"Cloates","No Take",4,25.5815724351626,"20191203",23.4248341381123
7,"Cloates","No Take",1,29.3180917767306,"20191203",60.4597549943112
7,"Cloates","No Take",2,81.8593924632637,"20191203",60.4597549943112
7,"Cloates","No Take",3,96.5964716403129,"20191203",60.4597549943112
4,"Cloates","No Take",4,40.6295095891588,"20191203",40.6295095891588
7,"Cloates","No Take",5,34.0650640969375,"20191203",60.4597549943112
6,"Cloates","No Take",1,18.4609107447204,"20191203",28.0635121037057
6,"Cloates","No Take",2,51.8873085381227,"20191203",28.0635121037057
6,"Cloates","No Take",3,27.2877048076845,"20191203",28.0635121037057
6,"Cloates","No Take",4,20.5218891408078,"20191203",28.0635121037057
6,"Cloates","No Take",5,22.1597472871932,"20191203",28.0635121037057
12,"Cloates","No Take",1,22.4865560743494,"20191203",25.2934385623933
12,"Cloates","No Take",2,24.0059354354658,"20191203",25.2934385623933
12,"Cloates","No Take",3,28.1673487078804,"20191203",25.2934385623933
12,"Cloates","No Take",4,22.9826306355614,"20191203",25.2934385623933
12,"Cloates","No Take",5,28.8247219587095,"20191203",25.2934385623933
1,"Cloates","No Take",5,54.7268710390935,"20191203",48.9518621546934
2,"Cloates","No Take",5,13.6655890443369,"20191203",21.9953397155338
18,"Cloates","No Take",1,37.9295934089593,"20191203",41.2193621891951
15,"Cloates","No Take",1,19.7040967590491,"20191203",24.2859298922061
15,"Cloates","No Take",2,28.2830457959882,"20191203",24.2859298922061
21,"Cloates","No Take",1,23.282867303773,"20191203",22.8230044659339
21,"Cloates","No Take",3,27.5228705576249,"20191203",22.8230044659339
21,"Cloates","No Take",4,15.7843147548326,"20191203",22.8230044659339
23,"Cloates","No Take",1,31.718380885975,"20191203",23.4248341381123
23,"Cloates","No Take",2,17.4368577460317,"20191203",23.4248341381123
23,"Cloates","No Take",3,26.333695331487,"20191203",23.4248341381123
23,"Cloates","No Take",5,16.0536642919049,"20191203",23.4248341381123
21,"Cloates","No Take",1,20.9683851050213,"20191203",22.8230044659339
21,"Cloates","No Take",2,16.2965410761128,"20191203",22.8230044659339
21,"Cloates","No Take",5,17.8977835989513,"20191203",22.8230044659339
21,"Cloates","No Take",4,31.5812409877376,"20191203",22.8230044659339
21,"Cloates","No Take",3,34.1102121548226,"20191203",22.8230044659339
14,"Cloates","No Take",1,14.2705471913145,"20191203",18.1369193926428
14,"Cloates","No Take",2,15.7514391669625,"20191203",18.1369193926428
14,"Cloates","No Take",3,33.8014779588698,"20191203",18.1369193926428
14,"Cloates","No Take",4,17.5294310692514,"20191203",18.1369193926428
14,"Cloates","No Take",5,9.33170157681573,"20191203",18.1369193926428
14,"Cloates","No Take",1,15.5287948281935,"20191107",21.5134079690133
14,"Cloates","No Take",2,24.882756812896,"20191107",21.5134079690133
14,"Cloates","No Take",3,28.0357047070192,"20191107",21.5134079690133
14,"Cloates","No Take",4,24.0398846889111,"20191107",21.5134079690133
14,"Cloates","No Take",5,15.0798988080465,"20191107",21.5134079690133
13,"Cloates","No Take",1,20.9420669352771,"20191107",28.5271304458101
13,"Cloates","No Take",2,16.454949660634,"20191107",28.5271304458101
13,"Cloates","No Take",3,40.1019912626174,"20191107",28.5271304458101
13,"Cloates","No Take",4,42.4285257457674,"20191107",28.5271304458101
13,"Cloates","No Take",5,22.7081186247544,"20191107",28.5271304458101
22,"Cloates","No Take",1,44.6229508744163,"20191107",37.4833007917261
22,"Cloates","No Take",2,44.1614227638353,"20191107",37.4833007917261
22,"Cloates","No Take",3,31.0770817160795,"20191107",37.4833007917261
22,"Cloates","No Take",4,26.2528384324391,"20191107",37.4833007917261
22,"Cloates","No Take",5,41.3022101718602,"20191107",37.4833007917261
15,"Cloates","No Take",1,21.4506323809049,"20191107",23.8048524573104
15,"Cloates","No Take",2,32.4569057240178,"20191107",23.8048524573104
